SNP,Chromosome,Position,Pvals
TSPOAP1,17,58304375,0.850587482
COMMD10,5,116087556,0.850593032
TTC17,11,43359007,0.850608637
ACTN1,14,68874933,0.850624738
CD69,12,9753508,0.850649949
CRELD2,22,49918773,0.850658899
GRB7,17,39742266,0.850685752
MFSD7,4,682061,0.85070834
FXYD4,10,43373747,0.850743252
PRR29,17,63998365,0.850768842
FAM32A,19,16185443,0.850840689
PHF23,17,7235660,0.850853591
APBB3,5,140558589,0.850917565
HIST1H2BF,6,26199575,0.85097048
CTNNBIP1,1,9871986,0.850993167
TAF11,6,34878603,0.850998186
PPIH,1,42658499,0.851030848
AP1AR,4,112232113,0.85103693
ECT2,3,172754574,0.85114026
TMEM263,12,106967142,0.851141959
KRTAP19-5,21,30501883,0.851212234
RWDD2B,21,29006424,0.851233228
NXPH1,7,8435724,0.851260392
MORF4L1,15,78873036,0.851279203
ETAA1,2,67397454,0.851331643
SYNGR3,16,1990155,0.85139171
EPHX1,1,225828734,0.851418344
TMEM86A,11,18701590,0.851462305
SSH1,12,108788037,0.851512573
COMMD6,13,75526596,0.851539138
S1PR1,1,101239133,0.851572815
INTU,4,127633091,0.851579865
C7orf33,7,148590929,0.851600845
KCNG1,20,51004051,0.851679874
DESI1,22,41601123,0.851696263
ACTN4,19,38647785,0.851745914
PPP1R3A,7,113877748,0.851769561
UCHL3,13,75549824,0.851825676
C10orf76,10,101847550,0.851854141
EMILIN2,18,2847228,0.85186037
ACER1,19,6306733,0.851863926
PDIK1L,1,26114318,0.851945815
NPR2,9,35792469,0.851974616
EIF5A,17,7307081,0.852025831
ADGRG7,3,100609860,0.852028732
CD53,1,110892377,0.85209825
FGF9,13,21671954,0.852137938
DPP6,7,153887732,0.852234916
THNSL2,2,88173175,0.852258573
KIF21B,1,200973525,0.852268186
DAZAP2;SMAGP,12,51246070,0.852307504
MFSD2B,2,24010145,0.852373498
GALNT9,12,132197111,0.852411706
CCDC167,6,37483236,0.852534848
PPP2CA,5,134201008,0.852608299
CTDNEP1,17,7244634,0.852613992
RBMXL1,1,88982677,0.852645881
CASR,3,122254250,0.852664791
CRB3,19,6465595,0.852723949
SCRN3,2,174395784,0.85277691
MT4,16,56565156,0.852818005
OR2L2,1,248038269,0.852853658
CCR3,3,46264416,0.852902846
IL26,12,68201851,0.853054419
ELN,7,74028222,0.853067497
OR52E6,11,5841008,0.853068843
KCTD5,16,2682549,0.853110867
SPSB1,1,9356228,0.853164967
NSUN2,5,6599930,0.853213355
COX4I2,20,31639057,0.853262931
MMP9,20,46008996,0.853264336
PIGU,20,34560877,0.853279138
NR2F2,15,96326310,0.853279252
LPIN2,18,2920313,0.853317198
NME1-NME2;NME2,17,51166864,0.853351586
C17orf67,17,56795071,0.853367189
PEBP1,12,118136244,0.853415262
SETBP1,18,44701377,0.853466879
SRSF7,2,38745165,0.853492391
RPA2,1,27894034,0.853493423
TMEM175,4,947753,0.853517533
ATRN,20,3471073,0.853575982
NOL8,9,92298274,0.85359
C12orf42,12,103302118,0.853598718
MUC19,12,40393481,0.853603911
UNKL,16,1366254,0.85360581
ZNF514,2,95149304,0.853612215
SF1,11,64765393,0.853635026
CCL17,16,57413947,0.853678616
C5orf58,5,170234157,0.853721741
CYTIP,2,157415708,0.853801852
STUB1,16,680533,0.853829946
ERLIN2,8,37740393,0.853848852
ELOVL6,4,110051341,0.853906712
ABHD4,14,22601705,0.85394933
SEMA3C,7,80744921,0.853963473
TMEM130,7,98848103,0.854076787
PCBD1,10,70883973,0.854089761
PLEK,2,68365365,0.854108039
TBC1D4,13,75286892,0.854164181
DNMT3B,20,32780382,0.854198875
SSR1,6,7289925,0.854274936
NME8,7,37850283,0.854299333
DIRAS3,1,68046735,0.85430426
KRTAP22-1,21,30601122,0.854334613
SCOC,4,140343675,0.854368685
GATC,12,120446524,0.854412419
TMEM92,17,50274511,0.854417325
ILK,11,6604330,0.854551452
PTS,11,112226468,0.854573677
SLC12A1,15,48207735,0.854597714
DUSP3,17,43769677,0.854607034
TSPAN13,7,16776278,0.8546284
PKD1L2,16,81101134,0.85467526
PRDX6,1,173477414,0.854815643
KIF26A,14,104138762,0.854850399
BTBD11,12,107318975,0.85489726
PTP4A2,1,31908874,0.854981473
FAM229B,6,112099294,0.854985976
PRKAR1A,17,68515424,0.854990701
LYPD2,8,142750324,0.854998807
PRKAA1,5,40762811,0.855026783
SARAF,8,30063902,0.855061909
PAK4,19,39169567,0.855094266
P3H3,12,6828461,0.855121834
CFD,19,860671,0.855205302
UHRF1BP1,6,34792278,0.855235386
FBXO7,22,32475043,0.855236122
UQCRQ,5,132866943,0.855286924
RRAS2,11,14279381,0.855322224
PDHB,3,58428104,0.855359021
ZNF839,14,102319778,0.855377354
GTPBP3,19,17335046,0.855390148
DLX1,2,172085757,0.855425321
TIMM10B,11,6481517,0.855493551
SERINC3,20,44500346,0.85552003
TOP1,20,41029089,0.85552887
PRMT8,12,3381398,0.855539362
CTF1,16,30899472,0.855544868
FAM171B,2,186694225,0.855559491
CARD8,19,48211739,0.855563941
OR5B3,11,58402489,0.855580496
GABRA2,4,46250395,0.855602923
C14orf2,14,103915074,0.855639636
IFNL3,19,39243675,0.855646602
KRT7,12,52233316,0.855671399
DACT2,6,168294635,0.855686897
EGLN3,14,33925904,0.855701626
CASP8AP2,6,89855509,0.855724699
CECR2,22,17477593,0.855743303
LRRN4,20,6041057,0.855758366
NRXN2,11,64607231,0.855798899
SERPINE1,7,101128395,0.855869524
IGLON5,19,51311850,0.855885333
EID1,15,48878192,0.855907378
FAM71A,1,212624900,0.855932886
ACD,16,67657613,0.855937582
PRMT1,19,49679908,0.855981027
IGF2BP1,17,48997773,0.856042967
PKIB,6,122717813,0.856077772
KIAA1549,7,138837926,0.856099244
G6PC3,17,44070975,0.856103982
PIGQ,16,574107,0.856114549
SLC36A3,5,151277400,0.856137996
MRGBP,20,62796618,0.856211334
CLEC4C,12,7729609,0.856275312
RPL13A,19,49490262,0.856277021
CHEK2,22,28687926,0.856331291
PPAN;PPAN-P2RY11,19,10106529,0.856424406
NRXN3,14,78243113,0.85642969
PARP10,8,143977597,0.85649707
SH2D3C,9,127738822,0.856655323
DEPDC1,1,68476939,0.856671636
PSORS1C2,6,31138080,0.856675123
MCUB,4,109560365,0.856712933
ROPN1L,5,10442261,0.856770958
ABCE1,4,145104440,0.856869226
COL27A1,9,114155957,0.85687576
ZFP14,19,36340280,0.856926005
USP7,16,8894589,0.856940097
ZFAND3,6,38061608,0.856960613
PANK3,5,168557602,0.857099364
SMIM5,17,75640218,0.857175435
MROH5,8,141466418,0.857223837
NFAT5,16,69566309,0.857238764
CDCP2,1,54139569,0.857246203
STIM1,11,3856324,0.857297145
SRP68,17,76039775,0.857359041
IL18,11,112143604,0.857393918
C19orf73,19,49118639,0.857426292
BORCS8,19,19180744,0.857429908
KIF12,9,114091878,0.857430947
MARK2,11,63895223,0.85743458
FAM25A,10,87020355,0.857472244
RIPK2,8,89758066,0.8575731
MCU,10,72692173,0.857603941
FAM104A,17,73209554,0.857618695
DCC,18,52340806,0.857813468
MRPL39,21,25587716,0.857839761
PIFO,1,111347033,0.857954291
PCDHA13,5,140882401,0.857993038
CCDC50,3,191357094,0.858047419
PSMD4,1,151262240,0.858057714
FHAD1,1,15251806,0.85805995
RLBP1,15,89210292,0.858070883
PTBP3,9,112220261,0.858203026
SLC22A9,11,63370076,0.858205668
GNGT1,7,93906823,0.858214632
STRAP,12,15882756,0.858220948
GALR2,17,76074894,0.858222464
HBE1,11,5268472,0.858235982
ZNF484,9,92846299,0.858237745
CACTIN,19,3611975,0.858259092
MOCS1,6,39909055,0.858285408
PPP3CC,8,22474977,0.85831641
WFS1,4,6277475,0.858343328
CDC42BPB,14,102933728,0.858348395
FAM76B,11,95779663,0.858354296
ANKRD18B,9,33524514,0.858360805
AES,19,3053935,0.858363945
MIB2,1,1615460,0.858393558
DEFB136,8,11973955,0.858423985
BTF3,5,73498675,0.858448022
ARL14EP,11,30330968,0.858463451
CARD9,9,136364141,0.858469811
CCL7,17,34270327,0.85852496
RPL15,3,23917914,0.858549268
MCEE,2,71110073,0.858863766
RBM17,10,6101281,0.858918408
NDUFAF4,6,96891115,0.858947571
MAPRE3,2,27022225,0.858957005
SLC37A2,11,125063387,0.858977129
MYL9,20,36544907,0.859039265
TUB,11,8038895,0.859120899
ANKRD53,2,70978671,0.85914431
PAEP,9,135561829,0.859232199
C3orf22,3,126549968,0.859234399
DCT,13,94439905,0.859274304
COCH,14,30874940,0.859285508
MPDZ,9,13107002,0.859350197
TMEM147,19,35545761,0.859358104
PSMD14,2,161367847,0.859365032
ATP6V1E1,22,17592730,0.859366535
AMT,3,49417542,0.859503203
SH2D6,2,85434080,0.859509405
POLE,12,132624741,0.859594445
NDUFC1,4,139292602,0.859608077
FRRS1,1,99708900,0.859660077
CD34,1,207887803,0.859750315
CLEC2B,12,9853361,0.859862337
USP17L2,8,12137173,0.859872348
TAS2R41,7,143477882,0.859877217
SOX9,17,72121469,0.859897513
LOC728392,17,5500643,0.859917953
DYNLRB1,20,34526293,0.859926669
EXOC8,1,231335608,0.85996826
FAM189A1,15,29126309,0.859987123
POLR2M,15,57706859,0.860004049
TNKS2,10,91798691,0.860045577
KCNG3,2,42444125,0.860109175
IQCH,15,67254907,0.860167769
ZNF792,19,34957964,0.860169653
ATPIF1,1,28236230,0.860196957
MMP23B,1,1632234,0.860200278
CHCHD3,7,132796457,0.86020972
ZNF705D,8,12109988,0.860290827
DEFB113,6,49968738,0.860336137
LACRT,12,54630894,0.86040855
CNNM4,2,96761046,0.860447083
SLC17A9,20,62952843,0.860451766
ZMAT4,8,40581183,0.860457002
IGSF6,16,21641577,0.860588295
HPCA,1,32888969,0.860641461
PSIP1,9,15465534,0.860738346
RBPMS,8,30385117,0.860795902
CCDC51,3,48432461,0.860841662
SPRR1A,1,152985231,0.860858529
TMEM210,9,137170977,0.8608808
TOMM22,22,38682009,0.860965607
ZFYVE1,14,72970944,0.860974751
HIST1H2BD,6,26158171,0.860987324
L3MBTL2,22,41205381,0.860993069
LRIT1,10,84231943,0.861031435
WDR83OS,19,12668553,0.86105995
SFTA3,14,36473794,0.861072382
TEX12,11,112169318,0.861085718
RNASE10,14,20510482,0.861157753
R3HCC1L,10,98208167,0.86118506
BCAS4,20,50795004,0.861255646
PPIL1,6,36855817,0.861324303
NRARP,9,137301588,0.861385424
DEFB123,20,31440742,0.861409234
GHRL,3,10285883,0.861412858
CDC25C,5,138285714,0.8614796
HSD17B7,1,162790823,0.86150295
GJA9,1,38874582,0.861581029
LRRC29,16,67207613,0.861606037
CDKN2D,19,10567150,0.861621312
CTSK,1,150796806,0.861702428
DNAJC8,1,28203776,0.861723332
PYY,17,43953127,0.861754853
LOC110117498;LOC110117498-PIK3R3,1,46176251,0.86175668
PPP2R5C,14,101761919,0.861769916
LPCAT2,16,55509184,0.861840521
GABRG1,4,46041082,0.861922277
CCDC171,9,15571646,0.861930012
ZNF615,19,51992980,0.861948453
RAP1A,1,111691365,0.86201685
MAD2L2,1,11674789,0.8621268
PPP6C,9,125149695,0.862139503
CNPY2,12,56310568,0.862149434
KCTD10,12,109451689,0.862187754
RAB35,12,120097264,0.862236614
TAC3,12,57012423,0.862253862
S100A8,1,153390120,0.862255942
EMSY,11,76446993,0.862268224
GABARAP,17,7241345,0.862269028
TBC1D32,6,121080796,0.862299775
PIP,7,143132118,0.862481429
TMTC1,12,29506850,0.862568666
TUSC3,8,15540438,0.86259907
IARS2,1,220094257,0.862603549
ZNF536,19,30443606,0.862661055
GSR,8,30679590,0.862735846
SRGAP2B,1,144955474,0.86275238
UHMK1,1,162498032,0.862773748
CXCL11,4,76034754,0.862803538
DUSP10,1,221702429,0.862807185
GLUL,1,182384419,0.862832354
FCGR3A,1,161543028,0.862845165
WNT8B,10,100479874,0.862849615
DIP2B,12,50505166,0.862854533
VWF,12,5949034,0.86286718
KCNE1,21,34449321,0.863003376
CENPX,17,82019197,0.863069735
FAR1,11,13694841,0.863096966
SCGB3A2,5,147878844,0.863141755
KIF6,6,39343340,0.863179785
ZNF423,16,49491297,0.863191093
RPL27,17,42998765,0.863252002
RBAK,7,5063714,0.86326167
SPRR1B,1,153032346,0.863266072
KRT24,17,40698268,0.863282643
QRICH2,17,76274238,0.863283823
GOLGA7,8,41490885,0.863336819
IZUMO3,9,24543243,0.863423943
OR4F5,1,69149,0.86352799
MEF2D,1,156468024,0.863552862
LRTOMT,11,72089094,0.863556296
THY1,11,119419451,0.86362445
SLITRK3,3,165187919,0.863628923
RPL19,17,39200345,0.863665671
HARS,5,140674268,0.863786541
KITLG,12,88506359,0.863868846
VAMP4,1,171704513,0.863980638
SRRD,22,26483892,0.863994194
PATE1,11,125747403,0.864002908
ASF1B,19,14120625,0.864045761
IPO5,13,97969817,0.864063114
EBAG9,8,109550835,0.864107713
CABP5,19,48034224,0.864113122
CDK3,17,76001434,0.864115132
DPH1,17,2030156,0.864175399
MAPKAP1,9,125438897,0.864397919
KY,3,134603613,0.864417226
CAV3,3,8733916,0.864429457
PPP1R12B,1,202348973,0.864483209
STAP2,19,4324466,0.864553064
PLA2G12B,10,72935681,0.864602973
KPRP,1,152759616,0.864674708
ARL10,5,176365688,0.864734272
WRAP73,1,3630979,0.864779931
ZDHHC19,3,196198306,0.864867102
SPTSSA,14,34435226,0.864950655
BSPH1,19,47976815,0.864950827
CPA6,8,67422547,0.864964175
ERICH5,8,98064676,0.865073597
COL6A3,2,237324784,0.865077277
FBXL18,7,5481791,0.865100794
RBM26,13,79320710,0.865151851
MIER1,1,66925057,0.865151959
BET1,7,93994271,0.865214962
KLHL7,7,23106056,0.865221564
CEP68,2,65069482,0.865248456
BLZF1,1,169369532,0.865260681
BNIPL,1,151036745,0.865283425
DPM2,9,127935727,0.865286286
S100A4,1,153543790,0.865326985
DERL2,17,5480461,0.865338533
C1orf158,1,12746438,0.865351556
HHATL,3,42692758,0.865358649
PDE6H,12,14978077,0.865398614
POLR2A,17,7484771,0.865574345
SURF4,9,133363501,0.865593007
ESRP1,8,94641323,0.86559622
ITK,5,157181108,0.865640222
CKMT1A,15,43696241,0.865665624
SPP2,2,234050812,0.865789885
NR2E1,6,108168156,0.865802391
ZNF208,19,21971267,0.865803625
C4orf48,4,2042014,0.865805726
GATAD1,7,92447836,0.865828609
SH3GLB2,9,129008745,0.865880664
HSBP1L1,18,79964758,0.865886159
TAGLN3,3,111999465,0.865890843
EDEM3,1,184694095,0.865931253
SLC39A12,10,17953322,0.865982198
GUK1,1,228140339,0.866000492
F2,11,46719245,0.866361048
ZNF519,18,14104958,0.866391869
ARHGAP31,3,119294974,0.866402218
ZNF43,19,21808702,0.866439537
RPS19BP1,22,39529559,0.866468158
HIGD1A,3,42785287,0.866506561
IL20RA,6,137001586,0.866509408
S100A2,1,153561447,0.86654095
CALML3,10,5525092,0.866541434
NT5DC1,6,116100935,0.866792927
KIAA1107,1,92168972,0.866975319
KCTD8,4,44174831,0.867040924
KIF24,9,34254391,0.867078447
SIGLEC9,19,51125018,0.867182845
ABCA3,16,2276733,0.867228818
DUSP15,20,31848423,0.867231218
FDX1L,19,10310496,0.867303734
LYRM7,5,131171023,0.867321151
HOXC8,12,54009309,0.867329767
RUFY3,4,70704959,0.867333581
XKR6,8,10898050,0.867399885
TMEM170B,6,11538320,0.867414833
CYP20A1,2,203239085,0.867560264
ZKSCAN3,6,28359638,0.867618705
VGF,7,101163037,0.867680084
NOVA2,19,45940069,0.867705833
RPL21,13,27253798,0.867707669
TBX4,17,61456501,0.867757918
YTHDF1,20,63196710,0.867786263
DGKZ,11,46333282,0.867793682
SNCA,4,89726643,0.867811712
MRPL50,9,101390500,0.867836876
SH3BGRL3,1,26280193,0.867888793
ANGPTL7,1,11189619,0.867928286
CEP44,4,174299143,0.86800193
OSCAR,19,54096917,0.86807811
B4GALNT4,11,369844,0.868149131
EDF1,9,136862460,0.868168574
ZFP42,4,188002830,0.868176461
COPS8,2,237085984,0.868210749
TFF1,21,42363305,0.86822854
LMNTD2,11,556332,0.868231033
CPZ,4,8592839,0.868264751
KRTCAP2,1,155169544,0.868272577
NAA25,12,112029538,0.868275443
LRFN5,14,41886630,0.868306284
POLR3K,16,47444,0.868319859
TRIM25,17,56891755,0.868356816
ISY1;ISY1-RAB43,3,129130101,0.868366313
CDH24,14,23048027,0.868484471
COG4,16,70481012,0.868501477
MMADHC,2,149569976,0.868513444
SLC4A8,12,51424995,0.868521276
C16orf82,16,27067006,0.868535024
TIMP2,17,78855678,0.868590784
SPATA45,1,212836040,0.868604823
LOC100131303,16,68014137,0.868691378
5-Mar,10,92340687,0.868726149
SLU7,5,160403317,0.8687701
PRKG2,4,81092415,0.868776663
TMEM143,19,48333220,0.868825598
ASTE1;ATP2C1,3,131016176,0.868878796
SOCS2,12,93572946,0.868928499
HS6ST3,13,96090911,0.869004936
C22orf34,22,49620655,0.869012142
SHCBP1,16,46581793,0.869031114
WDR7,18,56672613,0.869047097
TBC1D3D;TBC1D3H;TBC1D3I;TBC1D3L,17,37980038,0.869071268
BAZ1A,14,34753515,0.869097276
FAM24A,10,122911652,0.869110949
OR6C76,12,55426320,0.869169608
MEF2C,5,88722791,0.869206712
FBXO44,1,11655884,0.869246766
VEGFA,6,43770712,0.869294217
GPR85,7,113083626,0.86929778
ANGPTL6,19,10092615,0.869357575
KIF1C,17,5000250,0.869438333
FRS3,6,41770788,0.869495731
MESP1,15,89750158,0.869528377
OR52A5,11,5131696,0.869535356
EME2,16,1773229,0.869603518
AFF3,2,99551488,0.869620918
RIOK1,6,7390004,0.869646186
B3GNT6,11,77039653,0.869650913
ACSS1,20,25006907,0.869657866
ZNF606,19,57978360,0.869696137
CDK8,13,26254677,0.869803326
CXCL16,17,4734633,0.869851521
ARL6,3,97768124,0.86985265
CNEP1R1,16,50025656,0.869869374
INSL5,1,66798059,0.869961419
KLK12,19,51029196,0.870046261
EIF4G2,11,10797836,0.870110136
PFDN5,12,53295602,0.870200156
PTPRB,12,70524534,0.870212335
GYPA,4,144114698,0.870232907
CNOT9,2,218580586,0.870257371
LRP4,11,46859012,0.870341088
MRGPRX2,11,19055437,0.870372707
PTCD3,2,86106252,0.870487445
CBLN1,16,49279591,0.870503138
PIEZO1,16,88715613,0.870572014
FOXI3,2,88448227,0.870575493
ATP5G1,17,48893434,0.870660657
HHLA1,8,132064023,0.870672693
FAM204A,10,118310904,0.870696226
ADIPOR1,1,202942168,0.870774275
CEP295NL,17,78890643,0.870788003
SLX4,16,3582346,0.870894246
CCDC86,11,60842149,0.870953833
HIST1H2BL,6,27807540,0.87097931
MOGAT1,2,222671792,0.870989692
LYPD1,2,132646091,0.871037579
TMEM19,12,71686703,0.87105691
LRRC30,18,7231143,0.871123451
PWP2,21,44109000,0.871166759
GTF2B,1,88853241,0.87117961
AAMDC,11,77842515,0.871190029
ATP5O,21,33903534,0.871215234
FBXO31,16,87331324,0.871246681
LRRC75A,17,16443638,0.871366578
SMAD9,13,36848704,0.871380985
EPX,17,58192851,0.87142536
NRROS,3,196654609,0.871440391
EGR1,5,138465774,0.871549355
TBC1D16,17,79940968,0.87155441
ACTBL2,5,57481654,0.871605494
FGB,4,154563022,0.8716307
RPL11,1,23692609,0.871684811
C1QTNF3,5,34020609,0.87169181
MMRN2,10,86936780,0.87171791
ZFP64,20,52084582,0.871722126
CD59,11,33710131,0.871729126
DDX11,12,31078487,0.87173847
SOST,17,43755362,0.871772419
HMP19,5,174046834,0.871826946
MARVELD1,10,97713928,0.871864882
NANOS2,19,45914281,0.871877295
TRIP13,5,894830,0.871886019
NPIPB11,16,29381457,0.871921783
UGGT2,13,95832978,0.871959246
SYMPK,19,45815594,0.871975399
JAML,11,118194353,0.872034385
RGCC,13,41457723,0.872048727
NKAPL,6,28259374,0.872055302
GRIK3,1,36801867,0.872082859
INTS1,7,1470582,0.872215386
PHGDH,1,119712025,0.872258444
SPINT4,20,45722441,0.872310386
HSPB6,19,35755523,0.872382301
SOX30,5,157626348,0.872382332
ADAT3,19,1912069,0.872438587
CASP14,19,15052265,0.872529448
COMP,19,18782922,0.872549784
PWWP2A,5,160092386,0.872582447
SPIB,19,50418975,0.872627696
TLE3,15,70050109,0.872753497
TPM3,1,154169371,0.872790959
SRSF6,20,43458049,0.872856234
GABRR2,6,89257689,0.872867276
AHI1,6,135290428,0.872873799
RNF208,9,137220454,0.872877194
ZNF83,19,52613021,0.873007072
NUDT1,7,2244647,0.873074951
RPGRIP1L,16,53605487,0.873156486
MAN2A2,15,90904269,0.873226681
ZSCAN10,16,3089147,0.873245748
AP3S2;C15orf38-AP3S2,15,89835533,0.87333712
TMEM159,16,21166879,0.87340949
EGR3,8,22690498,0.873441249
HES2,1,6418887,0.873549928
GPR33,14,31483002,0.873585153
LCN2,9,128149527,0.873624869
EHD2,19,47716614,0.873653389
DHFR,5,80633914,0.873676217
TRAF7,16,2163922,0.873682504
IFI30,19,18173876,0.873702346
KMT5C,19,55342012,0.873782658
NUDT3;RPS10-NUDT3,6,34288784,0.873785377
KCNH3,12,49539430,0.873850465
SHROOM3,4,76436065,0.873885703
ST3GAL6,3,98732864,0.873951513
BTD,3,15601724,0.873980013
ADAM28,8,24294150,0.873984032
KCTD11,17,7352979,0.874008482
CDT1,16,88803842,0.87405642
LOC100130357,6,13280974,0.874072999
FAM196B,5,169864279,0.874090118
TAC1,7,97733758,0.874091696
ACTG2,2,73901414,0.874144872
BCL2L1,20,31666016,0.874175864
ZNF239,10,43556707,0.874190502
CAPN11,6,44166770,0.874218983
DNAJC13,3,132434570,0.874224355
PPBP,4,73987298,0.87424286
LMF2,22,50503396,0.874299319
TIE1,1,43301081,0.874306263
BAALC,8,103140911,0.874309298
C16orf46,16,81054074,0.874407459
TASP1,20,13390424,0.874453925
RRAS,19,49635610,0.874460707
C7orf55-LUC7L2;LUC7L2,7,139398604,0.874466129
VTN,17,28367418,0.874491173
NEDD4,15,55830520,0.87454325
LRRC31,3,169840083,0.874552559
CCDC58,3,122359906,0.874560143
SAR1A,10,70152580,0.874658782
TMEM186,16,8795980,0.874729545
IGF1R,15,98649583,0.87477418
HDGFL3,15,83139275,0.874923275
ZNF217,20,53571763,0.874958059
N4BP2,4,40097361,0.874977551
PFN3,5,177400170,0.875014998
FANCG,9,35074157,0.875080523
CLASRP,19,45052861,0.875081515
SPIC,12,101477559,0.875170565
BPIFB2,20,33008585,0.875171834
AKIRIN1,1,38991427,0.875199093
RAPSN,11,47438015,0.875241534
TBL1XR1,3,177026459,0.875257088
H2AFY,5,135335052,0.875317277
AMN,14,102922695,0.87533442
ACAD9,3,128879722,0.875481843
CCSER1,4,90308304,0.875509242
ABI1,10,26751694,0.875595181
OXT,20,3071669,0.875641529
RHOV,15,40873068,0.875711876
FCGRT,19,49513452,0.875715551
COL12A1,6,75086552,0.87579025
ELP6,3,47496172,0.875818303
PALLD,4,168511587,0.875822995
BORCS7,10,102854351,0.875861612
AGRP,16,67482677,0.875869367
FBXO48,2,68464270,0.875873865
HJURP,2,233837578,0.875898272
SPX,12,21526938,0.875899546
VSX2,14,74239569,0.875902118
VPS13B,8,99013807,0.875914571
EDNRA,4,147485701,0.875921697
S100A9,1,153358311,0.876104035
ZNF526,19,42224406,0.876131751
LOC100134391,17,73743046,0.876152632
RAB27B,18,54877734,0.876210085
SLCO1A2,12,21269622,0.876262694
MT2A,16,56609026,0.876410746
NT5DC3,12,103777864,0.876553934
GAS2L1,22,29308117,0.876583238
EFHC1,6,52420411,0.876622124
NAA16,13,41311560,0.876645134
ZNF141,4,343813,0.876668246
CBLN4,20,55998598,0.876676598
NDUFA4,7,10933650,0.876677111
OR4N2,14,19827489,0.876688698
HIST1H2BC,6,26123610,0.876691527
WFDC12,20,45123853,0.876750592
MEIG1,10,14966476,0.876853102
SRSF10,1,23967933,0.876857857
CHRNA3;CHRNA5,15,78593115,0.87688096
OAS3,12,112938534,0.877011073
GRK4,4,2964071,0.877056718
PSMC3,11,47418839,0.877065108
TUBA1C,12,49228077,0.877066933
CEP104,1,3815413,0.877088254
SCCPDH,1,246724438,0.877090062
GLMN,1,92246543,0.877098411
SLC1A1,9,4490702,0.877114418
TTLL2,6,167325175,0.877139456
MAP7,6,136344230,0.877157929
LHFPL4,3,9502221,0.877161644
RPL23,17,38850148,0.877186704
GEMIN7,19,45090127,0.877222071
BNC2,9,16419023,0.877238846
OR52K1,11,4488901,0.877250119
LOXL3,2,74533645,0.877263028
CCNI2,5,132747503,0.877263184
LRRC3B,3,26709693,0.877289285
MAATS1,3,119703120,0.877313737
GNPNAT1,14,52778327,0.877354644
ITIH5,10,7563089,0.877367448
P2RY12,3,151337842,0.877369036
C9orf131,9,35042257,0.877370271
RSPH3,6,158977576,0.877381093
BMP1,8,22165427,0.877388764
CLVS1,8,61299847,0.87739742
HSPA12B,20,3740829,0.877407368
APMAP,20,24963818,0.877445461
CCL27,9,34662078,0.877610562
TMEM14A,6,52677105,0.877612307
LOC729159,16,60358457,0.877624927
PPP1R9A,7,94910160,0.877691103
TRIM54,2,27282757,0.877717126
TANGO2,22,20036805,0.877743701
HNF1B,17,37687284,0.877751231
CNOT7,8,17232511,0.877760032
RBFA,18,80034509,0.877920937
TREH,11,118658286,0.878010845
HSPE1-MOB4;MOB4,2,197523631,0.878028886
PEAR1,1,156903927,0.878183062
PDE4A,19,10416956,0.878207063
GPRIN3,4,89247806,0.878247452
BMP3,4,81031397,0.878255183
HMCN2,9,130348550,0.878257256
MCM8,20,5952049,0.878281155
CAT,11,34439014,0.878309394
AFTPH,2,64551498,0.878365205
FAM187B,19,35224999,0.878377776
EDN2,1,41479440,0.878454196
PUS3,11,125893795,0.878458953
PLEKHF2,8,95154094,0.878554593
EMC9,14,24139026,0.878564703
SMOC2,6,168441381,0.878619529
PRND,20,4724585,0.878656489
CCDC112,5,115267892,0.878689123
PCDHB16,5,141182568,0.878855303
TIGIT,3,114294065,0.878890952
F5,1,169514326,0.878895379
COG3,13,45465041,0.878966434
ING4,12,6652414,0.878994411
GOLT1A,1,204198471,0.878995914
RFX4,12,106583324,0.879018106
HNRNPA2B1,7,26192526,0.879021447
ADARB1,21,45171638,0.879068712
RBAK-RBAKDN,7,5072395,0.87915367
ILVBL,19,15115275,0.879160593
ZNF320,19,52880642,0.879164666
EPB41L3,18,5394686,0.879192189
EID3,12,104303950,0.879218525
BAGE;BAGE4;BAGE5,21,10413708,0.879225543
CABLES1,18,23135764,0.879258418
CCDC32,15,40553974,0.879299082
HMGN2,1,26473501,0.879317288
TMC1,9,72648657,0.879413343
KLK7,19,50977540,0.879468493
FPGT-TNNI3K,1,74464650,0.879554558
KCNK15,20,44745998,0.879581484
RETSAT,2,85343258,0.879730005
RPRML,17,46978662,0.87977467
ATP6V0E2,7,149873925,0.879784757
TTC39A,1,51288216,0.879907589
CATSPERD,19,5720763,0.880047307
PEX5L,3,179801988,0.880093247
GRP,18,59220270,0.880117976
GNB1,1,1787350,0.880121893
PGGT1B,5,115212437,0.880151927
THAP1,8,42838005,0.880262476
MAP3K1,5,56815575,0.880276555
DAO,12,108885011,0.880279091
PPP2R2A,8,26293247,0.880302596
ACRBP,12,6638287,0.880316038
CREB3L2,7,137880508,0.880324408
TNNC1,3,52451292,0.880395491
KRTAP10-7,21,44600659,0.880498815
SNX17,2,27371275,0.880582863
PEPD,19,33387390,0.880585472
RNF123,3,49691172,0.88060983
ANKH,5,14711205,0.880632697
TTC27,2,32628320,0.880709786
ELAVL1,19,7963698,0.880717289
HIST1H2BG,6,26216352,0.880808673
PCDHB4,5,141122005,0.880924044
CHST4,16,71536733,0.881004078
ARHGEF17,11,73308660,0.881026186
CCDC126,7,23611440,0.881077293
RANBP2,2,108719626,0.881122093
